Sample_ID,Alloy_Type,Powder_Size_um,Powder_Morphology,Oxygen_Content_percent,Laser_Power_W,Scan_Speed_mm_s,Hatch_Spacing_mm,Layer_Thickness_um,Scan_Strategy,Preheat_Temp_C,Shielding_Gas_Flow_L_min,Melt_Pool_Width_um,Melt_Pool_Depth_um,Melt_Pool_Temp_C,Cooling_Rate_K_s,Energy_Density_J_mm3,Thermal_Gradient,Relative_Density_percent,Porosity_percent,Microhardness_HV,Surface_Roughness_Ra,Tensile_Strength_MPa,Yield_Strength_MPa,Elongation_percent,Defect_Count,Quality_Class
3491,Ti-5553,44.17,Spherical,0.109,367.35,1266.03,0.104,21.04,Chessboard,125.55,22.3,195.58,49.85,1774.76,4013.45,57.64,33.77,98.66,1.5,409.34,5.73,1005.89,870.3,7.83,14,Poor
3492,Ti-5553,57.43,Irregular,0.229,156.31,1139.28,0.092,48.73,Chessboard,268.64,28.06,167.08,137.94,1832.64,2889.65,118.98,45.56,99.16,2.84,356.31,6.09,886.1,836.6,6.35,12,Excellent
3493,Ti-6Al-4V,29.36,Irregular,0.111,264.57,820.0,0.119,56.09,Chessboard,236.98,27.37,114.67,44.53,1431.83,9858.18,40.69,38.69,99.24,3.47,311.76,9.08,1154.86,872.86,8.92,12,Excellent
3494,Near-Beta Ti,23.38,Spherical,0.069,166.86,711.42,0.083,57.12,Island,158.04,11.39,105.91,55.73,1467.24,9362.6,108.53,64.72,96.43,4.75,353.12,3.81,1131.89,747.69,13.17,6,Excellent
3495,Ti-5553,30.37,Irregular,0.1,392.21,934.48,0.083,51.96,Stripe,272.29,24.18,140.36,70.54,2083.66,6883.44,95.08,42.18,98.8,3.33,334.29,3.92,810.65,1092.39,12.42,6,Good
3496,Ti-6Al-4V,20.76,Irregular,0.105,393.08,1462.69,0.085,57.41,Stripe,293.59,13.35,245.01,51.07,1612.12,8423.49,92.74,27.25,95.79,0.59,322.62,2.79,955.75,1063.51,12.89,10,Excellent
3497,Near-Beta Ti,21.44,Irregular,0.246,302.72,1094.13,0.127,52.83,Stripe,143.47,16.21,104.78,140.27,1901.81,7469.83,65.22,91.93,97.6,3.02,390.92,14.8,962.06,783.04,9.95,2,Moderate
3498,Near-Beta Ti,56.59,Spherical,0.185,248.05,1284.27,0.108,21.2,Island,121.06,20.88,160.14,54.56,1608.0,8637.38,54.88,62.05,96.18,3.8,305.61,7.09,1158.28,1041.25,16.28,9,Poor
3499,Ti-6Al-4V,34.08,Irregular,0.236,278.0,698.45,0.115,33.99,Stripe,263.02,26.82,135.58,49.13,1681.67,9423.86,89.9,30.55,96.16,2.33,427.11,4.21,887.69,811.1,12.36,10,Excellent
3500,Ti-6Al-4V,36.43,Irregular,0.217,340.57,747.89,0.104,33.44,Chessboard,208.13,14.73,240.31,46.58,1883.45,9374.02,113.22,39.84,96.5,3.04,413.05,14.32,1260.48,857.63,9.25,9,Good
3501,Ti-5553,20.73,Spherical,0.166,205.8,613.57,0.098,28.77,Island,274.56,27.48,144.17,128.66,1670.9,6171.15,60.04,61.28,96.54,2.11,413.18,3.01,840.79,841.64,8.27,12,Poor
3502,Near-Beta Ti,30.82,Spherical,0.185,260.43,1407.94,0.105,51.92,Stripe,156.45,24.69,118.46,111.49,1980.65,9681.94,104.51,21.62,96.67,0.81,411.06,2.9,907.1,972.03,11.44,6,Good
3503,Near-Beta Ti,52.19,Irregular,0.175,334.32,917.35,0.094,40.8,Island,207.88,23.49,161.3,123.26,1813.24,4668.04,47.08,44.58,99.57,1.26,340.65,14.99,812.58,747.68,17.62,11,Moderate
3504,Ti-6Al-4V,44.62,Irregular,0.183,248.85,1760.31,0.128,53.45,Island,206.99,12.66,106.13,117.54,2005.4,2741.13,59.44,26.77,98.43,2.62,318.94,7.97,1295.87,955.34,16.51,3,Good
3505,Near-Beta Ti,50.15,Spherical,0.103,158.0,970.15,0.087,44.05,Chessboard,121.41,19.48,144.5,146.47,1571.15,3083.29,44.42,42.81,95.02,3.64,448.9,7.79,1214.87,1005.02,15.24,11,Moderate
3506,Ti-5553,37.89,Spherical,0.132,276.85,1036.34,0.116,43.62,Island,298.22,15.5,204.52,124.53,1915.97,5126.93,70.57,49.22,97.01,2.75,449.32,5.96,1139.23,894.26,13.68,2,Excellent
3507,Near-Beta Ti,32.39,Irregular,0.169,334.35,1163.39,0.113,35.37,Chessboard,226.09,21.76,181.89,82.08,1650.68,3278.09,95.7,59.49,95.83,2.83,442.44,8.59,1293.33,943.01,7.95,3,Moderate
3508,Ti-6Al-4V,39.31,Irregular,0.057,394.2,982.97,0.101,51.58,Chessboard,226.11,23.47,81.86,71.88,1682.51,2143.97,79.66,12.04,98.61,2.15,401.71,12.29,808.02,974.46,13.14,14,Moderate
3509,Ti-6Al-4V,32.92,Spherical,0.147,159.26,1580.93,0.087,47.32,Stripe,145.31,11.31,164.65,72.12,1549.28,4570.88,83.03,72.36,99.91,1.15,369.57,13.6,1218.93,1034.09,9.68,13,Moderate
3510,Ti-5553,53.56,Spherical,0.222,284.98,1651.45,0.129,33.55,Chessboard,223.08,22.88,218.23,74.4,1502.82,6231.06,86.0,92.07,97.49,1.83,329.61,11.19,1142.32,1095.19,13.47,12,Good
3511,Ti-5553,31.91,Irregular,0.148,262.48,613.24,0.12,59.74,Stripe,263.25,19.96,175.68,60.5,2105.1,9711.96,57.87,37.18,99.9,0.97,382.26,3.31,879.62,1068.17,12.47,11,Good
3512,Near-Beta Ti,46.39,Irregular,0.16,210.61,1385.59,0.137,38.51,Stripe,258.97,26.77,159.97,83.25,2157.02,6584.89,66.68,19.34,96.38,3.41,344.82,6.21,1198.36,787.02,17.2,8,Poor
3513,Near-Beta Ti,25.48,Spherical,0.09,309.44,1423.31,0.096,32.66,Stripe,282.34,25.87,150.56,52.11,1714.85,7965.22,76.39,91.18,97.91,3.32,329.24,14.39,1188.73,745.51,7.88,13,Poor
3514,Ti-6Al-4V,47.47,Irregular,0.209,190.91,1753.71,0.135,47.51,Chessboard,112.71,18.26,171.23,72.69,2010.82,7139.77,85.9,48.4,97.73,3.59,415.41,7.68,948.98,1039.68,9.2,9,Good
3515,Ti-5553,56.53,Irregular,0.122,220.97,1044.48,0.1,28.91,Stripe,120.22,29.52,92.58,59.27,2042.81,4462.04,107.77,71.91,98.98,0.64,316.53,13.69,1037.81,986.04,16.77,12,Moderate
3516,Ti-5553,44.34,Irregular,0.241,345.44,834.34,0.088,53.23,Chessboard,236.24,21.74,215.94,141.16,1513.48,2701.77,76.95,65.24,96.31,1.9,416.8,11.03,817.14,759.77,17.96,8,Moderate
3517,Ti-5553,42.39,Irregular,0.249,265.1,1224.7,0.089,47.21,Chessboard,257.7,29.27,225.61,90.74,2151.27,3540.33,101.52,86.97,96.3,3.63,334.44,4.54,803.02,775.62,7.41,12,Good
3518,Near-Beta Ti,58.44,Spherical,0.233,398.42,1137.07,0.095,54.8,Stripe,228.35,24.39,180.69,130.49,2046.57,8888.8,49.42,53.87,96.77,4.11,300.11,13.9,931.2,834.82,9.06,5,Excellent
3519,Ti-5553,45.1,Spherical,0.067,246.62,1550.08,0.128,33.16,Chessboard,111.43,18.15,246.43,104.73,2031.69,2401.27,50.38,73.19,97.92,4.95,324.57,10.65,952.7,909.89,7.59,14,Good
3520,Ti-6Al-4V,30.38,Irregular,0.117,265.82,1684.77,0.097,54.18,Stripe,210.89,14.68,174.39,105.84,2139.59,1878.08,63.05,14.22,95.68,4.73,427.44,3.34,1227.62,1094.17,13.58,3,Moderate
3521,Ti-6Al-4V,31.7,Irregular,0.239,225.06,704.05,0.122,40.04,Stripe,244.64,19.31,84.62,40.35,1682.31,8679.11,65.46,10.89,99.77,0.72,378.01,6.96,1030.78,829.36,12.38,13,Good
3522,Near-Beta Ti,48.21,Irregular,0.211,209.07,1615.9,0.098,22.37,Stripe,110.14,28.72,158.86,41.4,2109.35,5933.82,90.1,80.01,97.3,3.95,415.11,14.14,1270.72,771.09,13.21,0,Good
3523,Near-Beta Ti,49.42,Irregular,0.232,380.57,1690.77,0.106,27.77,Island,92.28,12.6,147.98,70.66,2198.4,7142.51,57.55,79.27,97.52,3.34,345.19,11.81,1128.76,803.89,15.14,9,Excellent
3524,Ti-5553,32.14,Spherical,0.165,337.21,1708.96,0.142,28.71,Chessboard,136.06,19.21,113.0,46.5,1585.08,8432.47,51.31,23.73,97.05,0.22,438.21,6.05,1112.28,975.91,7.2,4,Moderate
3525,Near-Beta Ti,33.81,Irregular,0.146,233.35,1517.17,0.115,50.72,Island,99.97,16.94,170.86,70.49,1497.15,4060.26,91.67,65.56,96.94,4.53,434.85,11.23,961.4,834.94,7.08,13,Excellent
3526,Ti-6Al-4V,59.64,Irregular,0.071,325.04,1490.5,0.122,28.13,Island,112.68,27.35,157.31,107.98,1487.04,7751.06,119.78,40.11,97.28,2.53,348.2,6.67,915.88,1067.43,16.44,6,Moderate
3527,Ti-5553,24.08,Spherical,0.218,391.45,617.88,0.093,42.48,Chessboard,124.74,26.08,109.1,118.01,1701.99,6678.86,119.36,27.67,96.21,3.88,427.68,3.22,1031.25,886.27,17.62,7,Good
3528,Ti-6Al-4V,36.19,Spherical,0.199,168.51,1704.23,0.089,46.1,Chessboard,196.75,21.04,166.04,107.35,2047.01,1223.33,113.76,94.44,95.74,2.8,336.82,8.32,1174.19,761.22,11.0,4,Poor
3529,Ti-5553,22.5,Irregular,0.062,216.13,1021.81,0.109,50.95,Stripe,114.29,18.3,221.85,100.99,2000.66,7483.12,44.97,94.06,97.18,1.71,446.61,4.01,983.61,733.1,5.31,5,Good
3530,Near-Beta Ti,52.84,Spherical,0.092,200.14,649.35,0.14,51.36,Island,213.03,23.68,166.57,48.94,1557.86,4098.59,101.14,70.76,98.38,2.49,377.47,6.93,1218.76,903.6,14.32,6,Moderate
3531,Ti-5553,23.69,Spherical,0.161,367.45,1095.58,0.097,48.7,Chessboard,143.95,29.06,116.96,54.11,1827.78,2871.72,70.73,99.5,96.78,4.17,382.87,7.71,1150.67,1043.46,8.67,12,Poor
3532,Ti-5553,46.96,Irregular,0.187,194.8,1479.42,0.124,28.53,Stripe,148.32,12.02,196.6,44.51,1689.23,9649.66,105.78,25.92,95.54,1.12,302.8,7.43,878.54,936.1,5.88,11,Good
3533,Ti-6Al-4V,22.26,Irregular,0.078,227.02,1130.35,0.141,41.74,Chessboard,292.83,27.98,227.87,129.37,2065.47,7925.96,43.87,84.54,97.62,2.8,412.45,9.51,970.79,928.27,10.12,2,Excellent
3534,Ti-6Al-4V,46.91,Spherical,0.099,285.97,1509.61,0.145,31.61,Chessboard,257.13,15.88,138.67,75.59,2043.34,1220.43,106.96,60.49,97.62,3.17,336.76,8.05,823.49,954.78,9.89,2,Good
3535,Ti-5553,53.72,Irregular,0.089,305.27,1211.29,0.15,51.0,Stripe,173.31,10.08,92.08,84.26,2048.11,7838.53,89.58,26.34,95.84,2.97,325.71,3.45,994.2,1079.53,12.41,7,Moderate
3536,Near-Beta Ti,35.95,Spherical,0.094,352.05,959.31,0.133,49.92,Chessboard,178.44,24.82,235.52,108.66,1820.21,8653.22,46.42,66.21,96.72,2.03,356.31,11.0,1041.57,1037.65,8.48,5,Good
3537,Near-Beta Ti,40.89,Spherical,0.234,251.83,843.49,0.085,29.19,Stripe,105.25,25.77,195.98,146.58,2045.97,4206.78,116.68,99.29,98.95,0.91,349.28,7.36,1215.47,983.22,15.85,6,Good
3538,Ti-6Al-4V,36.06,Spherical,0.193,283.56,1105.32,0.141,45.65,Island,265.8,16.1,248.54,107.66,1986.69,3938.06,109.8,30.0,95.16,1.38,321.09,10.23,1004.93,1056.67,7.63,6,Poor
3539,Near-Beta Ti,32.02,Irregular,0.197,391.37,642.96,0.142,22.34,Stripe,80.88,25.57,198.07,52.91,1819.81,4813.13,95.13,52.12,95.48,2.34,418.91,2.77,1109.81,947.39,11.72,5,Good
3540,Ti-6Al-4V,52.13,Irregular,0.209,224.34,1107.05,0.119,50.74,Chessboard,111.79,25.96,101.12,139.28,2018.21,5196.03,69.54,18.85,98.5,1.11,408.2,4.7,979.47,917.07,7.68,2,Moderate
3541,Near-Beta Ti,30.88,Spherical,0.121,212.02,682.34,0.085,51.21,Island,197.49,23.51,153.63,65.26,1701.49,4425.3,80.78,33.69,97.86,3.67,343.18,5.49,1143.35,707.85,12.27,5,Excellent
3542,Ti-5553,48.92,Spherical,0.203,327.65,1652.41,0.113,33.88,Island,121.45,10.77,87.29,126.97,2023.85,5555.66,42.18,36.65,97.89,1.46,374.61,13.59,886.61,891.16,14.86,9,Good
3543,Ti-6Al-4V,28.25,Irregular,0.246,342.78,1290.58,0.095,52.25,Stripe,219.21,23.35,138.05,122.24,1898.7,9753.12,93.75,61.62,97.29,1.07,343.4,2.93,909.15,716.87,13.13,13,Moderate
3544,Ti-6Al-4V,29.99,Spherical,0.19,253.69,1375.25,0.111,54.33,Stripe,80.8,28.65,213.5,85.66,2089.5,1288.7,116.43,16.01,95.43,1.84,313.94,11.7,1229.64,1014.33,11.49,4,Excellent
3545,Ti-5553,33.46,Spherical,0.133,203.24,946.64,0.131,27.6,Stripe,101.65,22.41,174.46,97.44,2113.87,9843.01,57.49,89.57,95.26,1.21,359.96,4.0,978.11,707.72,8.81,2,Good
3546,Ti-6Al-4V,43.57,Irregular,0.193,344.73,870.99,0.127,34.04,Island,248.23,17.34,158.02,65.15,1710.99,8644.89,72.6,96.4,96.62,3.56,355.41,7.75,925.05,716.23,16.91,5,Moderate
3547,Near-Beta Ti,38.18,Irregular,0.23,317.62,1449.49,0.135,30.44,Stripe,206.83,21.27,224.13,117.29,1630.28,8176.08,108.95,71.22,95.28,4.01,433.42,5.6,805.89,714.79,13.8,10,Good
3548,Near-Beta Ti,49.81,Irregular,0.076,369.06,1405.88,0.113,34.97,Chessboard,84.28,29.86,110.11,147.72,1624.07,5052.64,45.29,70.31,97.83,2.16,398.43,11.55,1158.69,862.75,12.84,12,Excellent
3549,Ti-6Al-4V,28.54,Irregular,0.103,361.08,747.21,0.116,37.88,Island,125.28,19.45,171.57,86.99,1660.89,1675.67,65.6,37.02,98.4,3.35,416.5,2.6,1034.0,951.25,5.73,4,Excellent
3550,Near-Beta Ti,20.43,Spherical,0.234,201.3,886.37,0.145,40.4,Stripe,132.57,26.83,190.06,149.77,1440.56,6569.35,115.32,90.36,98.09,1.07,401.13,6.44,886.74,1064.96,14.44,1,Moderate
3551,Ti-6Al-4V,51.06,Irregular,0.239,358.08,1735.89,0.124,21.4,Island,266.79,12.77,237.38,67.76,2144.99,9048.28,101.52,83.84,98.65,1.75,341.42,14.51,1237.48,882.37,16.4,9,Poor
3552,Ti-5553,52.87,Irregular,0.147,193.79,965.01,0.132,22.21,Chessboard,208.16,11.13,107.82,53.27,1499.19,4825.41,46.47,20.65,99.76,0.85,422.26,5.84,1199.21,1027.03,6.87,9,Moderate
3553,Ti-6Al-4V,22.38,Spherical,0.125,365.93,631.0,0.127,46.21,Chessboard,199.11,17.8,200.14,149.83,2102.36,1623.74,77.16,74.49,99.84,1.13,402.4,11.55,938.5,907.62,7.97,2,Moderate
3554,Ti-5553,44.44,Spherical,0.107,342.58,676.54,0.125,37.71,Chessboard,99.07,12.76,87.79,81.37,1790.05,1048.65,81.0,21.31,96.43,2.42,315.26,14.48,911.27,779.03,6.28,7,Good
3555,Near-Beta Ti,35.13,Spherical,0.15,292.47,1530.59,0.144,23.59,Stripe,224.53,16.61,176.43,134.53,2120.28,2074.63,99.23,31.3,96.46,3.27,367.77,4.67,1008.44,1056.65,13.07,4,Moderate
3556,Ti-5553,51.76,Irregular,0.237,310.56,1508.59,0.105,35.45,Stripe,114.3,24.31,189.65,43.25,2146.07,6453.49,57.15,83.87,98.72,0.8,304.97,9.36,982.45,1007.39,7.64,10,Good
3557,Near-Beta Ti,54.98,Spherical,0.08,176.02,1058.19,0.11,39.02,Island,194.78,18.91,222.79,109.09,2056.97,9918.14,58.85,52.87,99.95,2.69,353.46,3.71,878.55,945.47,16.61,2,Excellent
3558,Ti-6Al-4V,54.04,Irregular,0.134,159.97,783.84,0.107,45.42,Stripe,210.38,16.42,135.05,40.36,1725.57,7408.97,108.21,50.81,97.06,2.36,393.46,10.21,1290.6,1062.27,7.0,7,Moderate
3559,Near-Beta Ti,51.09,Spherical,0.232,232.66,1197.73,0.134,24.73,Island,265.21,27.83,198.44,95.5,1729.97,2414.35,57.95,32.85,95.93,0.16,377.94,6.67,967.2,1004.04,17.41,9,Poor
3560,Ti-6Al-4V,30.76,Irregular,0.12,355.35,998.27,0.141,59.79,Stripe,257.42,10.19,95.76,121.02,2173.14,8764.0,75.8,65.6,98.64,4.39,371.2,7.35,1065.09,762.69,5.47,5,Good
3561,Ti-6Al-4V,52.48,Spherical,0.204,266.45,1048.76,0.105,38.99,Chessboard,121.82,26.28,117.83,108.35,1669.4,6942.37,95.61,22.72,96.93,2.93,330.4,8.23,1171.42,753.49,6.55,11,Poor
3562,Ti-5553,41.34,Irregular,0.128,205.85,913.18,0.09,47.23,Stripe,281.56,22.43,211.49,109.04,1728.93,3714.02,81.99,81.74,95.4,1.37,316.36,12.95,1263.87,862.24,17.36,12,Poor
3563,Ti-5553,22.11,Irregular,0.211,358.64,675.43,0.115,56.33,Stripe,80.61,10.93,231.75,75.93,1632.68,5515.05,113.23,58.0,98.74,3.03,360.99,9.38,874.55,771.83,12.51,12,Excellent
3564,Ti-5553,38.28,Spherical,0.246,207.16,1549.39,0.149,21.27,Stripe,152.63,10.68,82.76,109.71,1810.98,4627.07,80.89,86.05,97.04,4.65,364.02,13.14,870.81,848.69,17.89,4,Moderate
3565,Ti-5553,57.69,Spherical,0.128,353.87,1341.86,0.094,44.05,Chessboard,94.6,13.44,108.29,134.02,1888.34,8840.92,56.6,54.5,97.96,0.2,409.32,14.74,1103.21,770.28,10.01,14,Good
3566,Near-Beta Ti,55.51,Irregular,0.219,263.24,1601.56,0.112,41.61,Island,238.61,29.55,115.73,94.63,1930.44,9579.83,106.53,36.4,98.46,4.77,318.23,10.08,930.36,1064.85,15.6,6,Good
3567,Near-Beta Ti,24.09,Spherical,0.248,265.87,1203.84,0.099,22.3,Stripe,190.05,11.71,168.3,99.59,1526.79,2113.19,102.31,11.08,99.1,3.31,351.12,11.17,1132.91,822.48,17.18,6,Excellent
3568,Near-Beta Ti,49.77,Irregular,0.247,218.18,1781.98,0.145,47.72,Chessboard,118.49,24.78,106.21,132.22,1677.27,2326.94,56.18,47.05,98.11,2.74,352.49,7.74,879.35,1045.94,15.51,10,Excellent
3569,Ti-6Al-4V,52.23,Irregular,0.137,375.04,1755.03,0.119,28.83,Stripe,98.73,18.03,245.93,53.4,2196.77,1742.13,101.69,95.16,99.68,2.05,363.13,8.66,1088.68,832.32,8.99,10,Moderate
3570,Near-Beta Ti,30.86,Irregular,0.147,172.2,926.14,0.121,48.08,Stripe,129.74,14.73,145.94,106.12,1457.26,4420.28,65.78,85.26,97.42,0.75,319.01,14.14,1166.25,722.11,8.2,0,Moderate
3571,Near-Beta Ti,38.86,Spherical,0.111,186.1,1064.37,0.081,34.51,Chessboard,282.57,21.5,104.28,92.19,1697.78,9739.51,85.22,99.86,97.65,0.19,399.69,12.65,1161.03,997.24,9.16,10,Poor
3572,Near-Beta Ti,48.44,Irregular,0.113,308.97,1503.25,0.126,50.81,Stripe,229.08,17.36,211.62,85.9,1569.45,9885.78,117.67,24.1,96.52,2.23,357.2,8.37,1163.89,957.22,16.09,10,Poor
3573,Ti-5553,37.56,Irregular,0.148,362.53,1531.92,0.101,57.67,Stripe,133.29,16.2,175.51,84.84,1625.34,6363.51,43.54,67.39,95.66,2.8,381.33,3.71,1124.51,1037.91,7.71,5,Moderate
3574,Near-Beta Ti,24.51,Irregular,0.09,173.86,1692.84,0.116,54.42,Stripe,276.62,14.79,235.4,109.61,1773.79,5171.59,53.65,22.03,98.14,4.95,313.46,3.03,1296.39,1050.69,6.76,4,Poor
3575,Ti-6Al-4V,48.24,Irregular,0.192,333.44,1383.16,0.117,39.3,Stripe,110.03,19.16,239.05,138.73,2189.26,3721.41,88.49,91.46,96.46,2.67,404.09,9.63,1280.57,1014.25,11.95,9,Moderate
3576,Ti-5553,56.47,Spherical,0.157,335.63,1170.15,0.121,29.01,Stripe,231.46,13.39,225.5,111.51,2049.91,1004.39,44.01,41.31,98.57,3.56,397.6,7.99,847.76,1038.72,7.27,11,Poor
3577,Ti-6Al-4V,46.1,Spherical,0.23,295.38,1053.18,0.138,59.7,Chessboard,173.47,27.04,175.94,69.08,1592.56,3365.6,48.8,90.42,98.1,3.2,364.7,10.67,985.35,846.64,8.3,7,Good
3578,Near-Beta Ti,50.95,Irregular,0.212,271.68,1103.01,0.101,46.38,Chessboard,139.03,21.83,117.84,55.16,1509.96,2316.73,89.04,28.28,96.41,4.41,369.69,8.67,1204.96,824.01,9.05,0,Excellent
3579,Ti-5553,34.33,Spherical,0.114,230.27,1620.49,0.098,35.84,Stripe,137.71,11.26,152.86,147.61,1884.96,1017.85,107.32,24.34,97.79,2.49,341.61,8.56,1029.03,872.26,5.08,5,Moderate
3580,Ti-6Al-4V,27.33,Spherical,0.151,237.87,1776.01,0.136,39.26,Stripe,190.18,19.14,162.03,73.46,2101.06,9063.95,83.66,26.1,99.94,0.96,344.66,10.5,948.1,1060.37,14.67,12,Excellent
3581,Near-Beta Ti,45.71,Irregular,0.2,318.61,662.29,0.13,25.12,Island,284.93,22.59,245.84,91.28,1560.21,1759.03,54.94,80.18,99.41,1.26,441.29,6.83,1244.25,1008.3,13.7,1,Good
3582,Ti-6Al-4V,33.11,Spherical,0.089,166.32,1296.29,0.096,40.21,Chessboard,243.31,27.23,122.94,41.91,1556.14,7377.73,50.51,87.71,97.08,1.86,301.7,2.97,994.03,945.72,12.38,13,Excellent
3583,Ti-6Al-4V,54.4,Spherical,0.056,296.23,1224.06,0.08,26.93,Stripe,225.67,10.47,153.9,129.23,1947.28,9320.73,105.65,13.63,98.44,1.03,382.76,8.38,813.27,835.77,17.12,1,Excellent
3584,Ti-6Al-4V,24.91,Spherical,0.22,219.68,1051.37,0.127,34.63,Island,272.61,19.13,175.6,127.24,1637.76,2143.68,112.22,23.37,95.92,3.98,346.47,4.92,1029.39,1001.47,16.19,2,Good
3585,Near-Beta Ti,37.34,Spherical,0.078,266.65,1621.89,0.091,39.67,Chessboard,205.47,24.12,146.49,116.42,1433.19,3164.41,100.37,10.3,95.05,1.91,353.0,13.31,1001.62,768.15,17.41,10,Excellent
3586,Near-Beta Ti,35.87,Spherical,0.228,289.74,1290.89,0.147,57.91,Island,122.23,13.92,100.51,79.17,1641.98,3115.35,57.56,15.45,99.2,1.97,379.13,11.58,909.77,935.85,15.35,7,Excellent
3587,Ti-6Al-4V,57.52,Spherical,0.233,371.41,975.74,0.122,44.99,Island,294.98,14.43,231.38,81.1,1568.54,1775.04,68.16,18.09,97.07,2.55,359.28,11.95,979.7,978.63,11.33,13,Good
3588,Ti-5553,26.13,Irregular,0.142,294.77,1132.92,0.139,34.88,Stripe,197.64,19.79,216.21,94.56,1662.11,9187.48,74.46,36.52,95.91,1.51,322.35,8.68,861.61,713.91,10.68,11,Good
3589,Ti-5553,20.39,Spherical,0.211,206.79,1028.16,0.136,24.52,Stripe,149.36,27.69,123.6,84.22,2051.58,8641.52,49.94,29.17,96.58,0.71,333.6,9.04,1086.57,926.43,17.3,11,Moderate
3590,Near-Beta Ti,29.52,Irregular,0.123,169.86,1116.1,0.119,49.89,Chessboard,251.2,17.97,156.07,58.53,1938.65,4426.84,60.27,69.59,99.61,3.7,304.89,4.83,1009.9,1093.47,13.8,4,Excellent
3591,Near-Beta Ti,52.81,Irregular,0.222,306.75,685.52,0.111,38.67,Island,182.08,19.69,204.99,65.41,1623.79,7925.05,98.13,99.78,99.46,3.0,356.67,10.72,853.24,857.2,8.23,8,Good
3592,Near-Beta Ti,28.37,Irregular,0.215,286.26,734.3,0.115,22.73,Island,82.74,22.72,245.51,76.39,1726.92,5584.73,102.59,69.48,98.25,1.04,434.26,10.65,1297.4,1013.8,14.95,14,Moderate
3593,Near-Beta Ti,29.64,Spherical,0.066,317.95,1348.43,0.136,46.27,Stripe,150.39,16.22,108.48,42.19,1571.13,7111.72,54.6,10.05,95.46,0.4,373.66,9.08,1288.12,984.44,17.82,1,Good
3594,Near-Beta Ti,25.2,Spherical,0.167,264.85,1420.88,0.125,34.0,Chessboard,180.58,27.34,188.46,77.54,1842.9,7202.31,66.13,21.69,98.59,2.74,382.11,10.63,1228.02,727.38,9.86,0,Excellent
3595,Ti-5553,48.62,Irregular,0.178,356.28,1363.94,0.094,36.16,Stripe,161.98,29.24,218.98,130.32,1581.0,7977.88,79.55,19.85,99.45,3.37,366.67,14.66,924.23,705.18,17.19,5,Moderate
3596,Near-Beta Ti,22.77,Irregular,0.05,380.04,1515.69,0.123,53.55,Chessboard,201.38,23.01,84.4,91.62,2141.81,9092.62,54.01,47.58,99.59,1.24,433.11,14.47,847.75,1010.57,8.37,4,Excellent
3597,Ti-6Al-4V,33.25,Irregular,0.246,160.0,1732.24,0.108,25.49,Island,120.34,22.77,217.87,60.42,1615.83,8101.81,109.05,35.03,96.93,2.02,364.45,14.46,995.1,774.64,11.13,2,Good
3598,Ti-6Al-4V,31.3,Spherical,0.131,336.02,1632.74,0.084,33.61,Chessboard,205.94,23.47,214.28,116.43,1969.62,7358.78,64.2,96.77,95.85,4.41,413.11,3.25,1186.81,831.87,17.05,11,Excellent
3599,Ti-5553,42.21,Spherical,0.153,158.79,1102.21,0.107,34.55,Island,297.04,13.88,236.99,42.38,1715.16,6597.98,59.83,25.25,99.8,2.58,412.7,12.42,1235.42,921.79,7.17,6,Excellent
3600,Ti-6Al-4V,49.22,Spherical,0.089,261.27,861.05,0.096,20.13,Chessboard,245.84,24.65,94.35,57.0,2114.86,2881.78,111.48,69.92,99.05,4.31,374.72,13.82,996.07,910.94,5.62,2,Moderate
3601,Ti-5553,41.32,Irregular,0.172,265.4,974.22,0.139,53.81,Stripe,230.6,16.94,101.13,104.04,1652.35,3548.23,93.89,24.69,97.16,2.78,398.21,13.15,1006.05,762.04,15.84,12,Poor
3602,Ti-5553,57.24,Spherical,0.212,324.05,1305.29,0.087,53.41,Stripe,124.13,29.87,168.18,113.96,1412.73,1678.23,81.0,58.81,98.16,3.09,365.44,6.0,803.97,726.99,16.4,3,Good
3603,Ti-6Al-4V,58.06,Spherical,0.167,238.1,1627.45,0.105,46.47,Stripe,207.99,25.04,228.18,72.42,1484.89,3319.99,48.58,12.24,96.99,2.95,412.41,7.51,1225.44,964.91,5.11,5,Good
3604,Near-Beta Ti,34.46,Irregular,0.208,355.23,1442.07,0.129,55.96,Chessboard,260.33,21.68,228.67,70.58,1454.29,5895.48,51.63,14.35,97.29,0.77,429.28,3.95,988.82,1042.5,14.17,10,Good
3605,Ti-6Al-4V,51.11,Spherical,0.196,235.72,1251.62,0.143,30.92,Island,132.94,28.24,199.01,42.27,1648.01,9583.13,57.91,12.85,96.64,0.34,433.52,9.73,1293.4,1094.0,9.78,3,Good
3606,Ti-6Al-4V,49.55,Irregular,0.098,235.63,1322.25,0.103,28.83,Stripe,99.09,29.4,156.29,71.34,1937.93,2141.25,57.48,24.06,95.28,3.62,314.82,2.22,973.47,920.97,9.61,9,Good
3607,Ti-5553,55.72,Spherical,0.137,205.69,1233.91,0.122,22.74,Chessboard,225.59,26.36,119.29,145.52,1812.9,4985.15,110.96,10.37,99.99,3.07,350.05,11.44,801.37,927.27,10.2,3,Good
3608,Ti-6Al-4V,37.92,Irregular,0.08,320.97,1765.95,0.106,43.68,Chessboard,228.19,25.13,160.7,83.68,1599.21,7757.56,115.35,54.31,96.2,1.81,344.24,4.25,908.71,999.97,7.63,7,Poor
